,year,month,day,timeofday,dayofweek,city,intersection,hit_and_run,lighting,weather,speed_limit,worst_injury,party_type,age,gender
5270,2011,August,1,3:00 PM - 4:00 PM,Monday,Wayne County: Romulus,Not intersection crash,Not hit-and-run,Daylight,,20,Suspected minor injury (B),Motor vehicle driver,65,Female
5271,2011,October,1,3:00 PM - 4:00 PM,Saturday,Wayne County: Inkster,Intersection crash,Hit-and-run,Daylight,,40,Suspected serious injury (A),Motor vehicle driver,,
5272,2011,October,1,5:00 PM - 6:00 PM,Saturday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,39,Male
5273,2011,October,1,2:00 AM - 3:00 AM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,,55,Suspected serious injury (A),Motor vehicle driver,18,Male
5274,2011,October,1,2:00 AM - 3:00 AM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,,55,Suspected serious injury (A),Motor vehicle driver,21,Male
5275,2011,October,1,2:00 AM - 3:00 AM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,,55,Suspected serious injury (A),Motor vehicle driver,40,Male
5276,2011,October,1,2:00 AM - 3:00 AM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,,55,Suspected serious injury (A),Motor vehicle driver,,
5277,2011,October,1,12:00 midnight - 1:00 AM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,,35,Suspected serious injury (A),Motor vehicle driver,38,Female
5278,2011,November,1,9:00 PM - 10:00 PM,Tuesday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Dark lighted,,35,Suspected minor injury (B),Motor vehicle driver,71,Male
5279,2011,November,1,10:00 PM - 11:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,,45,Suspected minor injury (B),Motor vehicle driver,81,Male
5280,2011,November,1,10:00 PM - 11:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,,35,Possible injury (C),Motor vehicle driver,19,Female
5281,2011,November,1,7:00 PM - 8:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,,35,Possible injury (C),Motor vehicle driver,22,Male
5282,2011,December,1,3:00 PM - 4:00 PM,Thursday,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Daylight,,35,Suspected minor injury (B),Motor vehicle driver,48,Male
5283,2011,December,1,11:00 AM - 12:00 noon,Thursday,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Daylight,,30,Suspected minor injury (B),Motor vehicle driver,,Male
5284,2011,December,1,7:00 AM - 8:00 AM,Thursday,Wayne County: Dearborn,Intersection crash,Hit-and-run,Dark lighted,,35,Suspected minor injury (B),Motor vehicle driver,,
5285,2011,December,1,10:00 AM - 11:00 AM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,35,Possible injury (C),Motor vehicle driver,45,Male
5286,2011,December,1,10:00 AM - 11:00 AM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,35,Possible injury (C),Motor vehicle driver,62,Female
5287,2011,January,2,9:00 PM - 10:00 PM,Sunday,Wayne County: Livonia,Intersection crash,Not hit-and-run,Dark lighted,,45,Suspected serious injury (A),Motor vehicle driver,68,Male
5288,2011,February,2,12:00 noon - 1:00 PM,Wednesday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,,25,No injury (O),Motor vehicle driver,60,Male
5289,2011,February,2,12:00 noon - 1:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,55,No injury (O),Motor vehicle driver,19,Female
5290,2011,March,2,8:00 AM - 9:00 AM,Wednesday,Wayne County: Canton Twp.,Intersection crash,Not hit-and-run,Daylight,,45,No injury (O),Motor vehicle driver,51,Female
5291,2011,March,2,11:00 AM - 12:00 noon,Wednesday,Wayne County: Flat Rock,Not intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,64,Female
5292,2011,March,2,4:00 PM - 5:00 PM,Wednesday,Wayne County: Southgate,Intersection crash,Not hit-and-run,Daylight,,45,Suspected serious injury (A),Motor vehicle driver,58,Female
5293,2011,April,2,1:00 PM - 2:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,30,No injury (O),Motor vehicle driver,,
5294,2011,May,2,9:00 PM - 10:00 PM,Monday,Wayne County: Taylor,Not intersection crash,Hit-and-run,Dark lighted,,25,Suspected minor injury (B),Motor vehicle driver,,Male
5295,2011,May,2,7:00 AM - 8:00 AM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,18,Male
5296,2011,May,2,7:00 AM - 8:00 AM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,32,Female
5297,2011,May,2,7:00 AM - 8:00 AM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,,
5298,2011,May,2,3:00 PM - 4:00 PM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,,Male
5299,2011,June,2,1:00 AM - 2:00 AM,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,,25,No injury (O),Motor vehicle driver,,
5300,2011,July,2,3:00 AM - 4:00 AM,Saturday,Wayne County: Canton Twp.,Not intersection crash,Hit-and-run,Dark unlighted,,45,Suspected serious injury (A),Motor vehicle driver,20,Male
5301,2011,July,2,10:00 PM - 11:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,,Fatal injury (K),Motor vehicle driver,,
5302,2011,September,2,3:00 PM - 4:00 PM,Friday,Wayne County: Melvindale,Not intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,25,Male
5303,2011,September,2,3:00 PM - 4:00 PM,Friday,Wayne County: Melvindale,Not intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,,
5304,2011,September,2,8:00 PM - 9:00 PM,Friday,Wayne County: Melvindale,Intersection crash,Not hit-and-run,Dark lighted,,35,Suspected minor injury (B),Motor vehicle driver,84,Male
5305,2011,September,2,12:00 midnight - 1:00 AM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,,35,Suspected serious injury (A),Motor vehicle driver,46,Male
5306,2011,October,2,8:00 AM - 9:00 AM,Sunday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,26,Male
5307,2011,October,2,1:00 PM - 2:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,25,No injury (O),Motor vehicle driver,,
5308,2011,October,2,12:00 midnight - 1:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,35,Suspected minor injury (B),Motor vehicle driver,,
5309,2011,November,2,10:00 AM - 11:00 AM,Wednesday,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Daylight,,30,Suspected minor injury (B),Motor vehicle driver,48,Male
5310,2011,November,2,7:00 AM - 8:00 AM,Wednesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,,,Possible injury (C),Motor vehicle driver,,
5311,2011,December,2,3:00 PM - 4:00 PM,Friday,Wayne County: Van Buren Twp.,Not intersection crash,Hit-and-run,Daylight,,45,Suspected serious injury (A),Motor vehicle driver,37,Male
5312,2011,December,2,5:00 AM - 6:00 AM,Friday,Wayne County: Livonia,Intersection crash,Not hit-and-run,Dark lighted,,45,Possible injury (C),Motor vehicle driver,55,Male
5313,2011,February,3,5:00 PM - 6:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dusk,,25,Possible injury (C),Motor vehicle driver,52,Male
5314,2011,February,3,7:00 PM - 8:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,,25,Possible injury (C),Motor vehicle driver,19,Male
5315,2011,February,3,5:00 PM - 6:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,25,No injury (O),Motor vehicle driver,,Female
5316,2011,February,3,5:00 PM - 6:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,25,No injury (O),Motor vehicle driver,,
5317,2011,March,3,3:00 AM - 4:00 AM,Thursday,Wayne County: Canton Twp.,Not intersection crash,Hit-and-run,Dark unlighted,,25,Suspected serious injury (A),Motor vehicle driver,14,Male
5318,2011,March,3,11:00 AM - 12:00 noon,Thursday,Wayne County: Hamtramck,Not intersection crash,Hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,,
5319,2011,March,3,1:00 PM - 2:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,35,No injury (O),Motor vehicle driver,78,Male
5320,2011,March,3,10:00 PM - 11:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,,30,Suspected minor injury (B),Motor vehicle driver,44,Female
5321,2011,April,3,3:00 AM - 4:00 AM,Sunday,Wayne County: Canton Twp.,Not intersection crash,Not hit-and-run,Dark unlighted,,,Suspected serious injury (A),Motor vehicle driver,,
5322,2011,April,3,3:00 PM - 4:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,,Female
5323,2011,May,3,3:00 AM - 4:00 AM,Tuesday,Wayne County: Lincoln Park,Not intersection crash,Hit-and-run,Dark unlighted,,40,Suspected serious injury (A),Motor vehicle driver,,Male
5324,2011,May,3,11:00 AM - 12:00 noon,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,25,No injury (O),Motor vehicle driver,34,Female
5325,2011,May,3,8:00 PM - 9:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dusk,,25,Possible injury (C),Motor vehicle driver,41,Male
5326,2011,June,3,8:00 AM - 9:00 AM,Friday,Wayne County: Taylor,Intersection crash,Hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,,
5327,2011,June,3,9:00 AM - 10:00 AM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,25,No injury (O),Motor vehicle driver,53,Male
5328,2011,July,3,5:00 PM - 6:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,10,Possible injury (C),Motor vehicle driver,52,Male
5329,2011,July,3,12:00 noon - 1:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dusk,,35,Suspected minor injury (B),Motor vehicle driver,44,Male
5330,2011,July,3,4:00 AM - 5:00 AM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark unlighted,,35,Possible injury (C),Motor vehicle driver,38,Male
5331,2011,August,3,10:00 PM - 11:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,,30,Suspected minor injury (B),Motor vehicle driver,51,Male
5332,2011,August,3,4:00 PM - 5:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,30,No injury (O),Motor vehicle driver,67,Female
5333,2011,September,3,7:00 PM - 8:00 PM,Saturday,Wayne County: Dearborn,Not intersection crash,Hit-and-run,Daylight,,25,No injury (O),Motor vehicle driver,,
5334,2011,September,3,6:00 PM - 7:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,52,Female
5335,2011,September,3,8:00 PM - 9:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark unlighted,,30,Possible injury (C),Motor vehicle driver,70,Male
5336,2011,October,3,11:00 AM - 12:00 noon,Monday,Wayne County: Canton Twp.,Not intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,,
5337,2011,October,3,11:00 PM - 12:00 midnight,Monday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,,30,Possible injury (C),Motor vehicle driver,28,Female
5338,2011,October,3,3:00 PM - 4:00 PM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,,35,Possible injury (C),Motor vehicle driver,,Male
5339,2011,November,3,7:00 PM - 8:00 PM,Thursday,Wayne County: Taylor,Not intersection crash,Not hit-and-run,Dark lighted,,70,Fatal injury (K),Motor vehicle driver,63,Male
5340,2011,November,3,7:00 PM - 8:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,35,Possible injury (C),Motor vehicle driver,,Male
5341,2011,December,3,1:00 AM - 2:00 AM,Saturday,Wayne County: Northville,Not intersection crash,Hit-and-run,Dark lighted,,35,Fatal injury (K),Motor vehicle driver,43,Male
5342,2011,December,3,11:00 AM - 12:00 noon,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,35,Suspected minor injury (B),Motor vehicle driver,27,Female
5343,2011,December,3,5:00 PM - 6:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,,30,Possible injury (C),Motor vehicle driver,70,Female
5344,2011,January,4,6:00 PM - 7:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,,30,Possible injury (C),Motor vehicle driver,,
5345,2011,February,4,1:00 PM - 2:00 PM,Friday,Wayne County: Hamtramck,Intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,59,Male
5346,2011,February,4,2:00 PM - 3:00 PM,Friday,Wayne County: Wyandotte,Intersection crash,Not hit-and-run,Daylight,,30,Possible injury (C),Motor vehicle driver,53,Female
5347,2011,February,4,5:00 PM - 6:00 PM,Friday,Wayne County: Taylor,Not intersection crash,Not hit-and-run,Daylight,,40,Possible injury (C),Motor vehicle driver,42,Female
5348,2011,February,4,8:00 AM - 9:00 AM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,30,Possible injury (C),Motor vehicle driver,20,Male
5349,2011,February,4,5:00 PM - 6:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,35,Possible injury (C),Motor vehicle driver,62,Male
5350,2011,February,4,2:00 PM - 3:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,,Male
5351,2011,February,4,10:00 AM - 11:00 AM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,30,Suspected minor injury (B),Motor vehicle driver,22,Male
5352,2011,March,4,3:00 PM - 4:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,55,No injury (O),Motor vehicle driver,49,Male
5353,2011,April,4,12:00 noon - 1:00 PM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,,
5354,2011,May,4,12:00 noon - 1:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,,Possible injury (C),Motor vehicle driver,58,Male
5355,2011,May,4,6:00 PM - 7:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,30,Suspected minor injury (B),Motor vehicle driver,81,Male
5356,2011,May,4,6:00 PM - 7:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,30,Suspected minor injury (B),Motor vehicle driver,,
5357,2011,May,4,7:00 AM - 8:00 AM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,30,Possible injury (C),Motor vehicle driver,25,Female
5358,2011,May,4,12:00 noon - 1:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,35,Possible injury (C),Motor vehicle driver,37,Male
5359,2011,May,4,10:00 AM - 11:00 AM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,,No injury (O),Motor vehicle driver,51,Male
5360,2011,June,4,9:00 PM - 10:00 PM,Saturday,Wayne County: Lincoln Park,Not intersection crash,Not hit-and-run,Dark unlighted,,40,Possible injury (C),Motor vehicle driver,70,Male
5361,2011,June,4,9:00 PM - 10:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,,35,Possible injury (C),Motor vehicle driver,17,Male
5362,2011,June,4,8:00 PM - 9:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,35,Possible injury (C),Motor vehicle driver,,
5363,2011,July,4,9:00 PM - 10:00 PM,Monday,Wayne County: Hamtramck,Not intersection crash,Hit-and-run,Dark lighted,,25,Suspected serious injury (A),Motor vehicle driver,,
5364,2011,August,4,12:00 noon - 1:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,51,Female
5365,2011,September,4,1:00 PM - 2:00 PM,Sunday,Wayne County: Redford Twp.,Not intersection crash,Not hit-and-run,Daylight,,45,Fatal injury (K),Motor vehicle driver,50,Male
5366,2011,September,4,3:00 AM - 4:00 AM,Sunday,Wayne County: Westland,Not intersection crash,Hit-and-run,Dark unlighted,,40,Suspected serious injury (A),Motor vehicle driver,,
5367,2011,September,4,4:00 PM - 5:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,25,No injury (O),Motor vehicle driver,,Male
5368,2011,October,4,1:00 PM - 2:00 PM,Tuesday,Wayne County: Inkster,Intersection crash,Not hit-and-run,Daylight,,40,Suspected serious injury (A),Motor vehicle driver,,
5369,2011,October,4,4:00 PM - 5:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,49,Male
5370,2011,October,4,4:00 PM - 5:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,30,Possible injury (C),Motor vehicle driver,,Female
5371,2011,November,4,6:00 AM - 7:00 AM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,,,Possible injury (C),Motor vehicle driver,46,Female
5372,2011,December,4,6:00 PM - 7:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,,25,Suspected serious injury (A),Motor vehicle driver,53,Male
5373,2011,January,5,3:00 PM - 4:00 PM,Wednesday,Wayne County: Taylor,Not intersection crash,Hit-and-run,Daylight,,45,Possible injury (C),Motor vehicle driver,,
5374,2011,January,5,7:00 AM - 8:00 AM,Wednesday,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Dark lighted,,25,Suspected minor injury (B),Motor vehicle driver,51,Male
5375,2011,January,5,5:00 PM - 6:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,,35,Possible injury (C),Motor vehicle driver,61,Male
5376,2011,January,5,6:00 AM - 7:00 AM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,,30,Possible injury (C),Motor vehicle driver,56,Male
5377,2011,January,5,11:00 PM - 12:00 midnight,Wednesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,25,Possible injury (C),Motor vehicle driver,,
5378,2011,February,5,8:00 PM - 9:00 PM,Saturday,Wayne County: Redford Twp.,Not intersection crash,Hit-and-run,Dark lighted,,40,No injury (O),Motor vehicle driver,24,Female
5379,2011,February,5,5:00 AM - 6:00 AM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,30,Suspected minor injury (B),Motor vehicle driver,,Female
5380,2011,March,5,7:00 PM - 8:00 PM,Saturday,Wayne County: Wood Haven,Not intersection crash,Not hit-and-run,Dark unlighted,,45,Suspected minor injury (B),Motor vehicle driver,47,Male
5381,2011,March,5,2:00 AM - 3:00 AM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,70,Suspected minor injury (B),Motor vehicle driver,30,Male
5382,2011,March,5,2:00 AM - 3:00 AM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,70,Suspected minor injury (B),Motor vehicle driver,,
5383,2011,March,5,1:00 PM - 2:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,,35,No injury (O),Motor vehicle driver,,Female
5384,2011,April,5,10:00 PM - 11:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,,30,No injury (O),Motor vehicle driver,50,Male
5385,2011,April,5,5:00 PM - 6:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,35,Suspected minor injury (B),Motor vehicle driver,,
5386,2011,April,5,6:00 AM - 7:00 AM,Tuesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,30,Suspected minor injury (B),Motor vehicle driver,,
5387,2011,May,5,9:00 AM - 10:00 AM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,30,No injury (O),Motor vehicle driver,43,Female
5388,2011,June,5,12:00 midnight - 1:00 AM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,,25,Fatal injury (K),Motor vehicle driver,30,Male
5389,2011,June,5,12:00 midnight - 1:00 AM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,,25,Fatal injury (K),Motor vehicle driver,39,Male
5390,2011,June,5,12:00 midnight - 1:00 AM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,,25,Fatal injury (K),Motor vehicle driver,55,Female
5391,2011,June,5,2:00 PM - 3:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,,Male
5392,2011,July,5,6:00 PM - 7:00 PM,Tuesday,Wayne County: Brownstown Twp.,Not intersection crash,Not hit-and-run,Daylight,,45,Suspected serious injury (A),Motor vehicle driver,22,Male
5393,2011,July,5,4:00 PM - 5:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,25,Suspected serious injury (A),Motor vehicle driver,19,Female
5394,2011,July,5,5:00 PM - 6:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,,35,No injury (O),Motor vehicle driver,,Male
5395,2011,October,5,5:00 PM - 6:00 PM,Wednesday,Wayne County: Allen Park,Intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,72,Female
5396,2011,November,5,4:00 PM - 5:00 PM,Saturday,Wayne County: Wayne,Intersection crash,Not hit-and-run,Daylight,,35,Suspected serious injury (A),Motor vehicle driver,25,Male
5397,2011,November,5,12:00 midnight - 1:00 AM,Saturday,Wayne County: Taylor,Not intersection crash,Not hit-and-run,Dark lighted,,45,Suspected minor injury (B),Motor vehicle driver,53,Male
5398,2011,November,5,12:00 noon - 1:00 PM,Saturday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,,10,Suspected minor injury (B),Motor vehicle driver,47,Female
5399,2011,November,5,6:00 PM - 7:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark unlighted,,35,Suspected serious injury (A),Motor vehicle driver,28,Female
5400,2011,December,5,10:00 AM - 11:00 AM,Monday,Wayne County: Trenton,Intersection crash,Not hit-and-run,Daylight,,35,Suspected minor injury (B),Motor vehicle driver,88,Male
5401,2011,December,5,5:00 PM - 6:00 PM,Monday,Wayne County: Wayne,Not intersection crash,Not hit-and-run,Dark lighted,,45,Suspected serious injury (A),Motor vehicle driver,66,Female
5402,2011,December,5,12:00 noon - 1:00 PM,Monday,Wayne County: Livonia,Intersection crash,Not hit-and-run,Daylight,,40,Suspected minor injury (B),Motor vehicle driver,80,Female
5403,2011,December,5,3:00 PM - 4:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,15,No injury (O),Motor vehicle driver,49,Male
5404,2011,December,5,7:00 AM - 8:00 AM,Monday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dawn,,35,Suspected minor injury (B),Motor vehicle driver,44,Male
5405,2011,December,5,5:00 PM - 6:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,,25,Fatal injury (K),Motor vehicle driver,46,Male
5406,2011,December,5,5:00 PM - 6:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,,25,Fatal injury (K),Motor vehicle driver,48,Female
5407,2011,January,6,12:00 noon - 1:00 PM,Thursday,Wayne County: River Rouge,Not intersection crash,Not hit-and-run,Daylight,,35,Suspected serious injury (A),Motor vehicle driver,57,Male
5408,2011,January,6,12:00 noon - 1:00 PM,Thursday,Wayne County: River Rouge,Not intersection crash,Not hit-and-run,Daylight,,35,Suspected serious injury (A),Motor vehicle driver,,
5409,2011,February,6,10:00 PM - 11:00 PM,Sunday,Wayne County: Garden City,Not intersection crash,Not hit-and-run,Dark lighted,,40,Suspected minor injury (B),Motor vehicle driver,25,Male
5410,2011,February,6,6:00 PM - 7:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dusk,,25,Possible injury (C),Motor vehicle driver,,
5411,2011,February,6,4:00 AM - 5:00 AM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark unlighted,,25,Suspected serious injury (A),Motor vehicle driver,,
5412,2011,March,6,10:00 PM - 11:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,30,Suspected serious injury (A),Motor vehicle driver,,
5413,2011,March,6,1:00 AM - 2:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,,35,Suspected minor injury (B),Motor vehicle driver,,Female
5414,2011,April,6,3:00 PM - 4:00 PM,Wednesday,Wayne County: Highland Park,Intersection crash,Not hit-and-run,Daylight,,30,Suspected serious injury (A),Motor vehicle driver,27,Female
5415,2011,April,6,5:00 PM - 6:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,17,Male
5416,2011,April,6,3:00 PM - 4:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,30,Suspected minor injury (B),Motor vehicle driver,50,Male
5417,2011,May,6,1:00 AM - 2:00 AM,Friday,Wayne County: Northville Twp.,Not intersection crash,Not hit-and-run,Dark unlighted,,25,Suspected serious injury (A),Motor vehicle driver,24,Male
5418,2011,June,6,9:00 PM - 10:00 PM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,,35,Possible injury (C),Motor vehicle driver,53,Female
5419,2011,June,6,12:00 noon - 1:00 PM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,,35,Suspected minor injury (B),Motor vehicle driver,,
5420,2011,July,6,6:00 PM - 7:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,25,No injury (O),Motor vehicle driver,,Female
5421,2011,August,6,7:00 PM - 8:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dusk,,,Possible injury (C),Motor vehicle driver,,
5422,2011,September,6,11:00 AM - 12:00 noon,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,56,Male
5423,2011,September,6,4:00 PM - 5:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,35,Possible injury (C),Motor vehicle driver,41,Male
